course_id,course_title,course_title_english,course_description,subdomain_id,course_url
WZA0012,AUDIT DALAM EKOSISTEM KONDUSIF SEKTOR AWAM (EKSA),Audit in the Public Sector conducive ecosystem (EKSA),"This course offers a deep dive into Audit in, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Audit practices.",59,https://www.dtims.intan.my/detail_course/r8sDFeyg9Qdd7tRQ
WZA0014,PENGURUSAN REKOD YANG EFEKTIF,Effective record management,"This course offers a deep dive into Effective record, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Effective practices.",59,
WZA0015,PENGURUSAN PELANGGAN,Customer management,"Explore the nuances of Customer management with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",14,
WZA0016,KOMUNIKASI BERKESAN,Effective communication,"Explore the nuances of Effective communication with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
WZA0017,ENHANCING DELIVERY SERVICE EFFECTIVE TELEPHONE SKILLS,Enhancing Delivery Service Effective Telephone Skills,"This course offers a deep dive into Enhancing Delivery, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
WZA0018,ENHANCING DELIVERY SERVICE ENGLISH FOR CUSTOMER SERVICE,Enhancing Delivery Service English for Customer Service,"This course offers a deep dive into Enhancing Delivery, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
WZA0019,PROGRAM TRANSFORMASI MINDA,Mind Transformation Program,"This course offers a deep dive into Mind Transformation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mind practices.",59,
WZA0020,KECERDASAN MINDA PETUGAS BARISAN HADAPAN,Intelligence of the front -line staff mind,"This course offers a deep dive into Intelligence of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Intelligence practices.",35,
WZA0021,TATACARA PENGURUSAN STOR DALAM PENGURUSAN KEWANGAN NEGARA,Store Management Procedures in National Financial Management,"This course offers a deep dive into Store Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Store practices.",59,
WZA0023,PENGURUSAN PEROLEHAN KERAJAAN,Government procurement management,"This course offers a deep dive into Government procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
WZA0024,MEMAHAMI KONFLIK DI TEMPAT KERJA,Understanding conflicts at work,"This course offers a deep dive into Understanding conflicts, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Understanding practices.",35,
WZA0025,PETUGAS BARISAN HADAPAN YANG BERKALIBER,A caliber front row officer,"This course offers a deep dive into A caliber, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of A practices.",35,
WZA0026,IMEJ DAN KETERAMPILAN,Images and skills,"This course offers a deep dive into Images and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Images practices.",35,
WZA0027,BERFIKIR DI LUAR KOTAK,Think outside the box,"This course offers a deep dive into Think outside, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Think practices.",13,https://www.dtims.intan.my/detail_course/0HHkXQKDjz8dXMt7
WZA0028,KOMUNIKASI TERSIRAT (NON-VERBAL),Implied communication (non-verbal),"This course offers a deep dive into Implied communication, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Implied practices.",35,
WZA0029,TATACARA PENGACARAAN MAJLIS,Council's Procedure,"Explore the nuances of Council's Procedure with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",113,
WZA0031,BENGKEL MENANGANI PELANGGAN BERMASALAH,Workshop deals with troubled customers,"This course offers a deep dive into Workshop deals, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Workshop practices.",14,
WZA0032,MAXIMIZING POWERPIVOT DATA ANALYSIS,Maximizing PowerPivot Data Analysis,"This course offers a deep dive into Maximizing PowerPivot, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Maximizing practices.",2,
WZA0033,HORIZON BAHARU KUMPULAN INOVATIF DAN KREATIF (KIK),Horizon's new Innovative and Creative Group (KIK),"This course offers a deep dive into Horizon's new, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Horizon's practices.",56,
WZA0034,MASTERING INNOVATION THROUGH DESIGN THINKING,Mastering Innovation Thinking Design Thinking,"This course offers a deep dive into Mastering Innovation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mastering practices.",13,
WZA0035,KEMAHIRAN PENYAMBUT TETAMU DALAM MAJLIS RASMI KERAJAAN,The receptionist skills in the official government ceremony,"This course offers a deep dive into The receptionist, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",113,
WZA0036,"MICROSOFT WORD 2016 STEP BY STEP (INTRO, INTERMEDIATE & ADVANCED)","Microsoft Word 2016 Step by Step (Intro, Intermediate & Advanced)","This course offers a deep dive into Microsoft Word, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",72,
WZA0037,"MICROSOFT EXCEL 2016 STEP BY STEP (INTRO, INTERMEDIATE & ADVANCED)","Microsoft Excel 2016 Step by Step (Intro, Intermediate & Advanced)","This course offers a deep dive into Microsoft Excel, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",72,https://www.dtims.intan.my/detail_course/th5T8mIUybHQyVph
WZA0038,MYPORTFOLIO PANDUAN KERJA SEKTOR AWAM,MyportFolio Public Sector Work Guide,"This course offers a deep dive into MyportFolio Public, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyportFolio practices.",59,
WZA0039,ASAS PERAKAUNAN AKRUAN,The basis of accrual accounting,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",42,
WZA0040,"PROTOKOL, ETIKET SOSIAL DAN PENGURUSAN MAJLIS","Protocols, Social Ethics and Council Management","This course offers a deep dive into Protocols, Social, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Protocols, practices.",113,https://www.dtims.intan.my/detail_course/klzNI8GPMJUAsb0v
WZA0041,"HUMAN RESOURCE CHAMPION PENGURUSAN GAJI, ELAUN DAN KEMUDAHAN","Human Resource Champion Salary Management, Allowance and Facilities","This course offers a deep dive into Human Resource, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Human practices.",59,
WZA0042,BENGKEL FUTURES THINKING AND SCENARIO PLANNING (FTSP),Workshop Futures Thinking and Scenario Planning (FTSP),"This course offers a deep dive into Workshop Futures, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Workshop practices.",14,
WZA0043,LANGUAGE AWARENESS FOR COMMUNICATIVE SUCCESS GRAMMAR ESSENTIAL,Language Awareness for Communicative Success Grammar Essential,"This course offers a deep dive into Language Awareness, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Language practices.",50,
WZA0044,"ADOBE PHOTOSHOP CS4, CS5, CS6 & CC (BASIC  ADVANCED)","Adobe Photoshop CS4, CS5, CS6 & CC (Basic Advanced)","This course offers a deep dive into Adobe Photoshop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Adobe practices.",2,
