course_id,title,job_role,skills_required,sub_skills_required,description,subdomain_id,subdomain_name
IEA0018,Audio Technologies for Broadcasting Course,,,,"This course offers a deep dive into Audio Technologies, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Audio practices.",174,
IEA0024,Operation of the Array Line System,,,,"This course offers a deep dive into Operation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Operation practices.",174,
IEA0009,OPERATIONS OF SYSTEMS,,,,"This course offers a deep dive into OPERATIONS OF, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of OPERATIONS practices.",174,
ISA0008,The Making of E-Magazine,,,,"This course offers a deep dive into The Making, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",177,
ICA0001,Production Manager 2.0,,,,"This course offers a deep dive into Production Manager, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Production practices.",178,
ICA0006,Production Manager 2.0,,,,"This course offers a deep dive into Production Manager, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Production practices.",178,
ICA0018,Anger & Stress Management at Workplace for Broadcast Manager,,,,"This course offers a deep dive into Anger &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Anger practices.",178,
IEA0006,Operating Multi -Broadcast Camera Production (State Station),,,,"This course offers a deep dive into Operating Multi, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Operating practices.",180,
IEA0013,TV technical production supervision,,,,"This course offers a deep dive into TV technical, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of TV practices.",180,
IEA0023,Operating TV Production Audio System,,,,"This course offers a deep dive into Operating TV, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Operating practices.",180,
IEA0014,Operation of the Studio Video Mixer,,,,"This course offers a deep dive into Operation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Operation practices.",180,
IEA0019,Studio lighting techniques (middle),,,,"This course offers a deep dive into Studio lighting, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Studio practices.",180,
IEA0010,Operation of the VR/AR Studio System TV,,,,"This course offers a deep dive into Operation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Operation practices.",180,
IEA0002,Steadicam Handling TV Production,,,,"This course offers a deep dive into Steadicam Handling, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Steadicam practices.",180,
IEA0004,TV Production Camera Camera Crash,,,,"This course offers a deep dive into TV Production, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of TV practices.",180,
IEA0016,Vanda signal system operations,,,,"This course offers a deep dive into Vanda signal, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Vanda practices.",180,
IEA0008,TV broadcasting technology,,,,"This course offers a deep dive into TV broadcasting, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of TV practices.",180,
IEA0007,Transmission test equipment handling,,,,"This course offers a deep dive into Transmission test, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transmission practices.",181,
IEA0020,Operation Live Streaming Vmix,,,,"This course offers a deep dive into Operation Live, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Operation practices.",181,
IEA0005,Fundamentals of Media Network Infrastructure Course,,,,"This course offers a deep dive into Fundamentals of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Fundamentals practices.",181,
IEA0021,Drone production techniques and creativity,,,,"This course offers a deep dive into Drone production, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Drone practices.",181,
IEA0003,Mojo Remote Production System for News,,,,"This course offers a deep dive into Mojo Remote, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mojo practices.",181,
